Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
CSPG4		3	2	0.4%	No
SLC25A10		2	2	0.4%	No
CST4		2	2	0.4%	No
CTBP1		3	2	0.4%	No
CTNS		2	2	0.4%	No
CTSG		2	2	0.4%	No
CUX1		3	2	0.4%	Yes
CYP1A2		2	2	0.4%	No
CYP2B6		2	2	0.4%	No
CYP2C8		2	2	0.4%	No
CYP7A1		2	2	0.4%	No
CYP51A1		2	2	0.4%	No
DAG1		2	2	0.4%	No
DGKB		3	2	0.4%	No
DGKG		2	2	0.4%	No
DGKQ		2	2	0.4%	No
DAPK3		3	2	0.4%	No
BRINP1		2	2	0.4%	No
DBH		2	2	0.4%	No
DBT		2	2	0.4%	No
DCN		2	2	0.4%	No
DCX		2	2	0.4%	No
DDB2		2	2	0.4%	Yes
DDX3X		2	2	0.4%	Yes
GSDME		2	2	0.4%	No
DHCR7		3	2	0.4%	No
DHODH		2	2	0.4%	No
DIAPH2		2	2	0.4%	No
DIO2		3	2	0.4%	No
DLG3		2	2	0.4%	No
DLG4		3	2	0.4%	No
DMP1		2	2	0.4%	No
DMPK		2	2	0.4%	No
DMWD		2	2	0.4%	No
DNAH6		2	2	0.4%	No
DNASE1L3		2	2	0.4%	No
DNMT3B		4	2	0.4%	Yes
DPH1		2	2	0.4%	No
DPYD		4	2	0.4%	No
DRP2		3	2	0.4%	No
DSC1		3	2	0.4%	No
DSC2		2	2	0.4%	No
DSG3		2	2	0.4%	No
DTNA		2	2	0.4%	No
DTNB		2	2	0.4%	No
ECHS1		2	2	0.4%	No
S1PR3		2	2	0.4%	No
PHC1		2	2	0.4%	No
PHC2		2	2	0.4%	No
EEF1D		2	2	0.4%	No
EFNB1		2	2	0.4%	No
MEGF6		2	2	0.4%	No
MEGF8		3	2	0.4%	No
MEGF9		2	2	0.4%	No
EIF4E		2	2	0.4%	Yes
ELF1		2	2	0.4%	No
ELF4		2	2	0.4%	Yes
ELK1		2	2	0.4%	No
ELN		3	2	0.4%	Yes
EML1		2	2	0.4%	No
MARK2		2	2	0.4%	No
EP300		4	2	0.4%	Yes
EPAS1		2	2	0.4%	Yes
EPB41L1		2	2	0.4%	No
STOM		2	2	0.4%	No
EPHB2		2	2	0.4%	No
EPHX1		3	2	0.4%	No
EPRS		2	2	0.4%	No
ERBB3		2	2	0.4%	Yes
ERCC2		2	2	0.4%	Yes
ERCC3		2	2	0.4%	Yes
ERCC4		2	2	0.4%	Yes
ERG		2	2	0.4%	Yes
ESR1		2	2	0.4%	Yes
ESR2		2	2	0.4%	No
ESRRB		2	2	0.4%	No
ESRRG		3	2	0.4%	No
ETF1		2	2	0.4%	No
ETS1		3	2	0.4%	Yes
ETV6		3	2	0.4%	Yes
EVI2B		2	2	0.4%	No
EXT1		3	2	0.4%	Yes
EXT2		2	2	0.4%	Yes
EYA1		2	2	0.4%	No
EYA2		2	2	0.4%	No
F2R		2	2	0.4%	No
F7		2	2	0.4%	No
F9		2	2	0.4%	No
F13A1		2	2	0.4%	No
FANCA		4	2	0.4%	Yes
FANCE		2	2	0.4%	Yes
PTK2B		2	2	0.4%	No
BPTF		4	2	0.4%	No
FAP		2	2	0.4%	No
FASN		2	2	0.4%	No
FCER1A		2	2	0.4%	No
FCN1		2	2	0.4%	No
FDXR		2	2	0.4%	No
GPC4		2	2	0.4%	No
FGF14		2	2	0.4%	Yes
FGFR1		2	2	0.4%	Yes
FGFR2		2	2	0.4%	Yes
FGFR4		3	2	0.4%	Yes
FKBP4		2	2	0.4%	No
FOXD4		2	2	0.4%	No
FOXM1		2	2	0.4%	No
FOXS1		2	2	0.4%	No
FLI1		2	2	0.4%	Yes
FLT1		3	2	0.4%	Yes
FLT3		3	2	0.4%	Yes
FMO4		2	2	0.4%	No
FN1		4	2	0.4%	No
FPGS		2	2	0.4%	No
FRZB		2	2	0.4%	No
CENPI		2	2	0.4%	No
FSHR		2	2	0.4%	No
FTH1		2	2	0.4%	No
NR5A1		2	2	0.4%	No
FUCA2		2	2	0.4%	No
G6PD		2	2	0.4%	No
GABRA2		2	2	0.4%	No
GABRA3		2	2	0.4%	No
GABRE		2	2	0.4%	No
GABRG2		2	2	0.4%	No
GABRG3		2	2	0.4%	No
GABRR1		3	2	0.4%	No
GAD2		2	2	0.4%	No
GARS		2	2	0.4%	No
GAS6		2	2	0.4%	No
GC		2	2	0.4%	No
GCDH		2	2	0.4%	No
OPN1MW		2	2	0.4%	No
MSTN		3	2	0.4%	No
GDF10		2	2	0.4%	No
GFAP		2	2	0.4%	No
GGT1		2	2	0.4%	No
GGT7		2	2	0.4%	No
GIPR		3	2	0.4%	No
GJA8		2	2	0.4%	No
GPC3		2	2	0.4%	Yes
GLB1		2	2	0.4%	No
GLE1		2	2	0.4%	No
GLG1		2	2	0.4%	No
GNAI3		2	2	0.4%	No
GNRHR		2	2	0.4%	No
GOLGA2		3	2	0.4%	No
GOLGA3		3	2	0.4%	No
GOLGB1		2	2	0.4%	No
GPR6		2	2	0.4%	No
NPBWR2		2	2	0.4%	No
GPR20		2	2	0.4%	No
GPR22		2	2	0.4%	No
GPER1		2	2	0.4%	No
GPR32		2	2	0.4%	No
GPX2		2	2	0.4%	No
GRID2		3	2	0.4%	No
GRIK1		4	2	0.4%	No
GRIK2		2	2	0.4%	No
GRIK3		2	2	0.4%	No
GRIK4		4	2	0.4%	No
GRIK5		3	2	0.4%	No
GRM2		4	2	0.4%	No
GRM6		3	2	0.4%	No
GRM8		2	2	0.4%	No
GSPT1		2	2	0.4%	No
GSTA2		2	2	0.4%	No
GTF2E1		3	2	0.4%	No
BRF1		2	2	0.4%	No
GUCY1A2		2	2	0.4%	No
GUCY1A1		2	2	0.4%	No
GUSB		3	2	0.4%	No
GYS2		2	2	0.4%	No
HIST1H1D		2	2	0.4%	Yes
HARS		2	2	0.4%	No
HAS1		2	2	0.4%	No
HAS3		3	2	0.4%	No
HBG2		2	2	0.4%	No
HCRTR2		2	2	0.4%	No
HELLS		3	2	0.4%	No
HGF		2	2	0.4%	Yes
NRG1		2	2	0.4%	Yes
HIVEP2		8	2	0.4%	No
HLA-DMA		2	2	0.4%	No
HLA-DQA2		2	2	0.4%	No
HMGCS1		2	2	0.4%	No
HMGCS2		3	2	0.4%	No
FOXA1		2	2	0.4%	Yes
FOXA3		2	2	0.4%	No
HNRNPC		2	2	0.4%	No
HNRNPH2		4	2	0.4%	No
HNRNPU		2	2	0.4%	No
HOXA7		2	2	0.4%	No
HOXA9		2	2	0.4%	Yes
HOXA11		2	2	0.4%	Yes
HOXD1		2	2	0.4%	No
HOXD4		2	2	0.4%	No
ERAS		2	2	0.4%	No
HSD17B4		2	2	0.4%	No
DNAJA1		2	2	0.4%	No
HSPA1L		3	2	0.4%	No
HSPA8		2	2	0.4%	No
HSPA9		2	2	0.4%	No
IGSF3		2	2	0.4%	No
HSPD1		2	2	0.4%	No
NDST1		2	2	0.4%	No
HTR1D		2	2	0.4%	No
HTR1F		3	2	0.4%	No
HTR2B		3	2	0.4%	No
HTR5A		3	2	0.4%	No
ICAM1		2	2	0.4%	No
IRF8		3	2	0.4%	Yes
IDI1		2	2	0.4%	No
IFI16		2	2	0.4%	No
IFNAR1		2	2	0.4%	No
IFNW1		2	2	0.4%	No
IFRD1		2	2	0.4%	No
IGHA1		2	2	0.4%	No
IGHMBP2		2	2	0.4%	No
IGSF1		2	2	0.4%	No
IL1R1		2	2	0.4%	No
IL5RA		2	2	0.4%	No
IL6R		2	2	0.4%	No
CXCR1		2	2	0.4%	No
IL9R		2	2	0.4%	No
IL12B		3	2	0.4%	No
IL12RB1		2	2	0.4%	No
IL15		2	2	0.4%	No
IL18		2	2	0.4%	No
ILF3		6	2	0.4%	No
INPP5B		3	2	0.4%	No
INSRR		2	2	0.4%	No
IRAK1		2	2	0.4%	No
IRAK2		2	2	0.4%	No
IRF4		2	2	0.4%	Yes
IRF6		2	2	0.4%	No
IRF7		3	2	0.4%	No
IRS1		2	2	0.4%	Yes
ITGA2		4	2	0.4%	No
ITGA5		2	2	0.4%	No
ITGAD		2	2	0.4%	No
ITGAX		2	2	0.4%	No
ITGB2		2	2	0.4%	No
ITGB7		4	2	0.4%	No
ITIH2		2	2	0.4%	No
ITIH3		2	2	0.4%	No
ITPK1		3	2	0.4%	No
JAK2		2	2	0.4%	Yes
JAK3		2	2	0.4%	Yes
JUP		3	2	0.4%	No
KCNA1		2	2	0.4%	No
KCNB1		2	2	0.4%	No
KCNH1		2	2	0.4%	No
KCNH2		2	2	0.4%	No
KCNJ1		2	2	0.4%	No
KCNJ5		3	2	0.4%	Yes
KCNJ8		2	2	0.4%	No
KCNK2		3	2	0.4%	No
KCNN1		3	2	0.4%	No
KCNQ3		3	2	0.4%	No
KCNS2		2	2	0.4%	No
KIF5B		2	2	0.4%	Yes
KIFC3		2	2	0.4%	No
KIR2DL3		2	2	0.4%	No
KLK1		2	2	0.4%	No
KNG1		2	2	0.4%	No
KIF25		2	2	0.4%	No
IPO5		3	2	0.4%	No
KRAS		3	2	0.4%	Yes
KRT2		2	2	0.4%	No
KRT5		4	2	0.4%	No
KRT31		2	2	0.4%	No
KRT33A		3	2	0.4%	No
KRT33B		2	2	0.4%	No
KRT34		2	2	0.4%	No
KRT35		3	2	0.4%	No
KRT83		2	2	0.4%	No
KRT84		2	2	0.4%	No
KTN1		2	2	0.4%	Yes
LAD1		2	2	0.4%	No
LAMB2		2	2	0.4%	No
LAMC1		3	2	0.4%	No
LAMP1		2	2	0.4%	No
LAMP2		2	2	0.4%	No
LCP1		2	2	0.4%	Yes
LDHB		2	2	0.4%	No
LFNG		2	2	0.4%	No
LGALS1		2	2	0.4%	No
LHX1		2	2	0.4%	No
LIFR		2	2	0.4%	Yes
LIG4		2	2	0.4%	No
ABLIM1		2	2	0.4%	No
LIPE		2	2	0.4%	No
FADS3		2	2	0.4%	No
LMNA		2	2	0.4%	Yes
LMO2		2	2	0.4%	Yes
LMO7		3	2	0.4%	No
VWA5A		2	2	0.4%	No
LPA		5	2	0.4%	No
LPL		2	2	0.4%	No
LRP3		2	2	0.4%	No
LRP4		6	2	0.4%	No
LRP5		5	2	0.4%	No
LSAMP		2	2	0.4%	No
LTBP3		3	2	0.4%	No
LTBR		2	2	0.4%	No
LTK		4	2	0.4%	Yes
BCAM		2	2	0.4%	No
LUM		2	2	0.4%	No
CD180		3	2	0.4%	No
MAB21L1		2	2	0.4%	No
SMAD1		3	2	0.4%	No
SMAD2		3	2	0.4%	Yes
SMAD3		2	2	0.4%	Yes
MAGEA4		3	2	0.4%	No
MAGEA8		2	2	0.4%	No
MAGEA10		2	2	0.4%	No
MAGEA11		2	2	0.4%	No
MAGEB1		2	2	0.4%	No
MAGEB2		2	2	0.4%	No
MAN2A2		2	2	0.4%	No
MAN2C1		2	2	0.4%	No
MAN2A1		4	2	0.4%	No
MAN2B1		2	2	0.4%	No
MAP4		2	2	0.4%	No
MARS		4	2	0.4%	No
MC1R		3	2	0.4%	No
MC3R		2	2	0.4%	No
MC4R		3	2	0.4%	No
MCF2		2	2	0.4%	No
MDM2		2	2	0.4%	Yes
MEIS2		2	2	0.4%	No
MFAP1		4	2	0.4%	No
MELTF		2	2	0.4%	No
MGAT1		2	2	0.4%	No
MGAT2		2	2	0.4%	No
MIA2		3	2	0.4%	No
MID1		2	2	0.4%	No
MIPEP		2	2	0.4%	No
MKLN1		2	2	0.4%	No
MLH1		3	2	0.4%	Yes
MAP3K9		3	2	0.4%	No
MAP3K11		2	2	0.4%	No
MMP3		3	2	0.4%	No
MMP9		2	2	0.4%	No
MMP19		3	2	0.4%	No
ALDH6A1		3	2	0.4%	No
MOCS2		3	2	0.4%	No
MPL		3	2	0.4%	Yes
MPO		2	2	0.4%	No
MRC1		3	2	0.4%	No
ABCC1		5	2	0.4%	No
MSH2		2	2	0.4%	Yes
MSH3		2	2	0.4%	Yes
MSX1		2	2	0.4%	No
MTHFR		5	2	0.4%	No
MTM1		2	2	0.4%	No
MTNR1A		2	2	0.4%	No
MTTP		2	2	0.4%	No
MTRR		2	2	0.4%	No
MUC1		2	2	0.4%	Yes
MUC5AC		3	2	0.4%	No
TRIM37		2	2	0.4%	No
MVD		3	2	0.4%	No
MYBPC2		3	2	0.4%	No
MYF6		2	2	0.4%	No
MYH10		3	2	0.4%	No
MYO1A		2	2	0.4%	No
MYO1D		2	2	0.4%	No
MYO1E		2	2	0.4%	No
MYO6		3	2	0.4%	No
MYO9B		5	2	0.4%	No
MYOC		2	2	0.4%	No
NAP1L2		2	2	0.4%	No
NBN		2	2	0.4%	Yes
NCAM1		2	2	0.4%	No
NCF2		2	2	0.4%	No
NCK1		2	2	0.4%	No
NDN		2	2	0.4%	No
NEK1		2	2	0.4%	No
NELL2		2	2	0.4%	No
NFATC4		3	2	0.4%	No
NFKBIA		2	2	0.4%	Yes
NFX1		2	2	0.4%	No
NID1		3	2	0.4%	No
NONO		2	2	0.4%	Yes
NPR2		3	2	0.4%	No
NRDC		2	2	0.4%	No
NTN3		3	2	0.4%	No
NUP98		3	2	0.4%	Yes
OAS3		2	2	0.4%	No
ODC1		3	2	0.4%	No
OPA1		5	2	0.4%	No
TNFRSF11B		2	2	0.4%	No
OPRM1		2	2	0.4%	No
OR3A2		2	2	0.4%	No
SLC22A18		2	2	0.4%	No
OTX2		2	2	0.4%	No
OVGP1		2	2	0.4%	No
P2RX1		2	2	0.4%	No
P2RY2		3	2	0.4%	No
P2RY6		2	2	0.4%	No
P2RY11		2	2	0.4%	No
PAFAH1B1		3	2	0.4%	No
PAFAH2		2	2	0.4%	No
PAH		2	2	0.4%	No
SERPINB2		2	2	0.4%	No
PAK2		2	2	0.4%	No
PALM		2	2	0.4%	No
PAM		3	2	0.4%	No
PAX7		2	2	0.4%	Yes
PCCA		2	2	0.4%	No
PCCB		3	2	0.4%	No
PCDHGC3		3	2	0.4%	No
PCNT		3	2	0.4%	No
PDE1C		3	2	0.4%	No
PDE3A		2	2	0.4%	No
PDE4A		2	2	0.4%	No
PDE4C		2	2	0.4%	No
PDE1B		2	2	0.4%	No
PDE6B		2	2	0.4%	No
PDHA2		3	2	0.4%	No
PDK1		2	2	0.4%	Yes
PDK3		3	2	0.4%	No
ENPP2		2	2	0.4%	No
ENPP3		2	2	0.4%	No
CFP		3	2	0.4%	No
PFKFB2		2	2	0.4%	No
PGK1		2	2	0.4%	No
PGM5		2	2	0.4%	No
PI3		2	2	0.4%	No
SERPINA4		2	2	0.4%	No
SERPINB8		2	2	0.4%	No
SERPINB9		2	2	0.4%	No
SERPINI1		2	2	0.4%	No
PIGA		3	2	0.4%	Yes
PIK3C2A		3	2	0.4%	No
PIK3CB		2	2	0.4%	Yes
PI4KB		2	2	0.4%	No
PITX1		2	2	0.4%	No
PKD1		4	2	0.4%	No
PKLR		2	2	0.4%	No
PLAT		2	2	0.4%	No
PLCB3		4	2	0.4%	No
PLCL1		3	2	0.4%	No
PLEK		2	2	0.4%	No
PLK1		2	2	0.4%	No
PLOD1		3	2	0.4%	No
PLP1		2	2	0.4%	No
PLSCR1		3	2	0.4%	No
PML		3	2	0.4%	Yes
PNLIPRP1		2	2	0.4%	No
PNN		4	2	0.4%	No
POLA1		2	2	0.4%	No
POLD1		2	2	0.4%	Yes
POLR2B		2	2	0.4%	No
POLR2C		2	2	0.4%	No
PON1		2	2	0.4%	No
PON3		2	2	0.4%	No
POU2AF1		2	2	0.4%	Yes
PPARG		2	2	0.4%	Yes
PPAT		3	2	0.4%	No
PPP2CA		4	2	0.4%	No
PPP2R2A		3	2	0.4%	Yes
PPP2R2C		2	2	0.4%	No
PTPA		2	2	0.4%	No
PPP2R5B		2	2	0.4%	No
PPP2R5E		2	2	0.4%	No
NPY4R		2	2	0.4%	No
PRB4		2	2	0.4%	No
PRCP		2	2	0.4%	No
PRKAA1		2	2	0.4%	No
PRKAR1A		2	2	0.4%	Yes
PRKCG		2	2	0.4%	No
PRKCI		2	2	0.4%	Yes
PRKCQ		3	2	0.4%	No
MAPK1		2	2	0.4%	Yes
MAPK8		2	2	0.4%	No
MAP2K3		3	2	0.4%	No
MAP2K5		2	2	0.4%	No
PRPS2		3	2	0.4%	No
PSAP		2	2	0.4%	No
PSD		2	2	0.4%	No
PSMA2		2	2	0.4%	No
PSMD2		2	2	0.4%	No
PSMD3		3	2	0.4%	No
PSMD11		2	2	0.4%	No
PSME1		2	2	0.4%	No
PTGFR		5	2	0.4%	No
PTGFRN		4	2	0.4%	No
PTGS1		2	2	0.4%	No
PTH1R		2	2	0.4%	No
PTH2R		2	2	0.4%	No
PTK2		2	2	0.4%	No
PTK7		2	2	0.4%	Yes
PTPN4		2	2	0.4%	No
PTPN7		2	2	0.4%	No
PTPN12		2	2	0.4%	No
PTPRN		2	2	0.4%	No
PTPRN2		2	2	0.4%	No
PTPRS		2	2	0.4%	Yes
ALDH18A1		2	2	0.4%	No
PZP		2	2	0.4%	No
RAB2A		2	2	0.4%	No
RGL2		2	2	0.4%	No
RAB27A		2	2	0.4%	No
RAB5C		2	2	0.4%	No
RAD17		2	2	0.4%	No
RAD21		2	2	0.4%	Yes
RAD52		2	2	0.4%	Yes
RAG1		2	2	0.4%	No
RALGDS		2	2	0.4%	Yes
RAP2B		2	2	0.4%	No
RARS		2	2	0.4%	No
RASA2		3	2	0.4%	No
RBBP7		2	2	0.4%	No
RBBP8		2	2	0.4%	No
RBL1		3	2	0.4%	No
RBL2		3	2	0.4%	No
RBMS1		2	2	0.4%	No
REL		2	2	0.4%	Yes
REG1A		2	2	0.4%	No
RFC1		2	2	0.4%	No
RFC4		3	2	0.4%	No
TRIM27		2	2	0.4%	Yes
RFX1		2	2	0.4%	No
RGS13		2	2	0.4%	No
RNASEL		2	2	0.4%	No
RNPEP		2	2	0.4%	No
ROM1		2	2	0.4%	No
RPA1		3	2	0.4%	No
RPS3		2	2	0.4%	No
RPS4X		2	2	0.4%	No
RPS6KA2		2	2	0.4%	No
RPS6KB1		2	2	0.4%	No
RPS18		2	2	0.4%	No
RRAD		2	2	0.4%	No
RRBP1		2	2	0.4%	No
RXRG		2	2	0.4%	No
S100A9		2	2	0.4%	No
SAA2		3	2	0.4%	No
SAG		2	2	0.4%	No
SATB1		2	2	0.4%	No
ATXN7		3	2	0.4%	Yes
SERPINB3		2	2	0.4%	Yes
SCN2B		2	2	0.4%	No
SCN8A		5	2	0.4%	No
CCL11		2	2	0.4%	No
SELP		2	2	0.4%	No
SEMA3F		2	2	0.4%	No
SEMG2		2	2	0.4%	No
SRSF4		2	2	0.4%	No
TRA2B		2	2	0.4%	No
SGCD		2	2	0.4%	No
SH3GL2		2	2	0.4%	No
SHB		2	2	0.4%	No
SHBG		3	2	0.4%	No
SHMT1		2	2	0.4%	No
SIAH1		2	2	0.4%	No
ST3GAL1		2	2	0.4%	No
ST3GAL4		2	2	0.4%	No
STIL		4	2	0.4%	Yes
SIPA1		2	2	0.4%	No
SKIL		3	2	0.4%	No
SKP2		2	2	0.4%	No
SLA		2	2	0.4%	No
SLC1A2		4	2	0.4%	Yes
SLC1A4		2	2	0.4%	No
SLC2A3		2	2	0.4%	No
SLC2A5		2	2	0.4%	No
SLC3A2		2	2	0.4%	No
SLC4A1		4	2	0.4%	No
SMTN		2	2	0.4%	No
SLC5A5		2	2	0.4%	No
SLC6A7		2	2	0.4%	No
SLC6A13		2	2	0.4%	No
SLC8A2		3	2	0.4%	No
SLC7A4		3	2	0.4%	No
SLC8A3		2	2	0.4%	No
SLC9A5		3	2	0.4%	No
SLC10A2		2	2	0.4%	No
SLC16A2		2	2	0.4%	No
SLC18A2		2	2	0.4%	No
SLC19A1		3	2	0.4%	No
SLC22A2		2	2	0.4%	No
HLTF		6	2	0.4%	No
SMARCD2		2	2	0.4%	No
SMARCD3		2	2	0.4%	No
SOAT1		2	2	0.4%	No
SOS1		2	2	0.4%	Yes
SOX5		2	2	0.4%	No
SPINT1		2	2	0.4%	No
SPP1		2	2	0.4%	No
SPTAN1		2	2	0.4%	No
SREBF2		2	2	0.4%	No
SRM		2	2	0.4%	No
SRMS		2	2	0.4%	No
SRP72		3	2	0.4%	No
ITPRID2		2	2	0.4%	No
SSRP1		2	2	0.4%	No
SSTR2		2	2	0.4%	No
SSX5		2	2	0.4%	No
ST5		3	2	0.4%	No
STAT6		2	2	0.4%	Yes
STK3		2	2	0.4%	No
CDKL5		5	2	0.4%	No
SULT1A1		2	2	0.4%	No
SULT1C2		4	2	0.4%	No
SULT2B1		2	2	0.4%	No
SUPT6H		5	2	0.4%	No
SUPV3L1		2	2	0.4%	No
SURF2		2	2	0.4%	No
SURF4		2	2	0.4%	No
TACR2		2	2	0.4%	No
TACC1		2	2	0.4%	No
TAF4		3	2	0.4%	No
TALDO1		2	2	0.4%	No
TARBP1		2	2	0.4%	No
TARBP2		2	2	0.4%	No
CNTN2		2	2	0.4%	No
SERPINA7		2	2	0.4%	No
TBX15		2	2	0.4%	No
TCF20		5	2	0.4%	No
TRGC2		2	2	0.4%	No
TDO2		2	2	0.4%	No
TEAD3		2	2	0.4%	No
TECTA		3	2	0.4%	No
TERT		2	2	0.4%	Yes
TFAP2C		2	2	0.4%	No
TFAP4		2	2	0.4%	No
TFRC		2	2	0.4%	Yes
LEFTY2		2	2	0.4%	No
TGFBI		2	2	0.4%	No
TGFBR3		2	2	0.4%	No
THBS4		3	2	0.4%	No
THRB		2	2	0.4%	No
TIAL1		2	2	0.4%	No
ICAM5		2	2	0.4%	No
TLE2		2	2	0.4%	No
TLE3		2	2	0.4%	No
TLR3		4	2	0.4%	No
TMPO		2	2	0.4%	No
TNNT3		2	2	0.4%	No
TNR		4	2	0.4%	No
TOP2B		3	2	0.4%	No
TPBG		2	2	0.4%	No
TPD52		2	2	0.4%	No
TPH1		3	2	0.4%	No
TPM3		2	2	0.4%	Yes
TRIO		3	2	0.4%	No
TRPC6		2	2	0.4%	No
TSC1		2	2	0.4%	Yes
TST		2	2	0.4%	No
DNAJC7		2	2	0.4%	No
TTC3		3	2	0.4%	No
TTC4		2	2	0.4%	No
TTF1		2	2	0.4%	No
TTR		2	2	0.4%	No
HIRA		2	2	0.4%	Yes
TYR		3	2	0.4%	No
TYRO3		2	2	0.4%	Yes
U2AF1		2	2	0.4%	Yes
UBC		2	2	0.4%	No
UBE2V1		2	2	0.4%	No
UBP1		2	2	0.4%	No
SLC35A2		2	2	0.4%	No
UGT2B7		2	2	0.4%	No
UGT2B17		2	2	0.4%	No
UPK3A		3	2	0.4%	No
KDM6A		2	2	0.4%	Yes
UTY		2	2	0.4%	No
VARS		3	2	0.4%	No
VCL		2	2	0.4%	No
VDR		2	2	0.4%	No
VEGFA		3	2	0.4%	Yes
VIP		2	2	0.4%	No
VRK2		2	2	0.4%	No
WAS		2	2	0.4%	Yes
WFS1		2	2	0.4%	No
NSD2		2	2	0.4%	Yes
WNT2		2	2	0.4%	No
WNT7A		2	2	0.4%	No
WRN		4	2	0.4%	Yes
XG		2	2	0.4%	No
XK		2	2	0.4%	No
XPNPEP1		4	2	0.4%	No
XRCC2		2	2	0.4%	Yes
XRCC5		2	2	0.4%	No
YES1		2	2	0.4%	Yes
ZAP70		3	2	0.4%	No
ZIC3		2	2	0.4%	No
ZNF7		2	2	0.4%	No
ZNF8		2	2	0.4%	No
ZNF12		3	2	0.4%	No
ZNF14		3	2	0.4%	No
ZNF18		2	2	0.4%	No
ZNF182		2	2	0.4%	No
ZNF24		2	2	0.4%	Yes
ZSCAN20		2	2	0.4%	No
ZNF32		2	2	0.4%	No
ZNF74		2	2	0.4%	No
ZNF135		2	2	0.4%	No
ZNF138		2	2	0.4%	No
ZNF142		5	2	0.4%	No
ZNF143		2	2	0.4%	No
VEZF1		2	2	0.4%	No
ZNF165		2	2	0.4%	No
ZNF175		2	2	0.4%	No
ZNF177		2	2	0.4%	No
ZNF184		2	2	0.4%	No
ZNF189		2	2	0.4%	No
ZNF202		2	2	0.4%	No
ZNF226		2	2	0.4%	No
ZNF236		4	2	0.4%	No
SLC30A2		2	2	0.4%	No
SLC30A3		2	2	0.4%	No
EVI5		2	2	0.4%	No
MOGS		4	2	0.4%	No
TUBA1A		2	2	0.4%	No
CXCR4		2	2	0.4%	Yes
USP7		5	2	0.4%	No
PRRC2A		8	2	0.4%	No
BAG6		2	2	0.4%	No
GPANK1		2	2	0.4%	No
SLC39A7		2	2	0.4%	No
GLRA3		2	2	0.4%	No
STAM		2	2	0.4%	No
MLLT10		2	2	0.4%	Yes
NCOA4		2	2	0.4%	Yes
ST8SIA2		2	2	0.4%	No
SLC7A5		2	2	0.4%	No
NRIP1		2	2	0.4%	No
CHAF1B		2	2	0.4%	No
SYN3		2	2	0.4%	No
AKAP17A		2	2	0.4%	No
KDM5C		5	2	0.4%	Yes
NAA10		2	2	0.4%	No
ACOX3		3	2	0.4%	No
AXIN2		2	2	0.4%	Yes
CDC7		2	2	0.4%	No
FZD7		2	2	0.4%	No
FZD8		2	2	0.4%	No
HIST1H2AC		2	2	0.4%	Yes
HIST1H4G		2	2	0.4%	No
OR1D5		2	2	0.4%	No
OR1G1		2	2	0.4%	No
PIP4K2B		2	2	0.4%	No
ANXA9		2	2	0.4%	No
ZNF282		2	2	0.4%	No
SOAT2		2	2	0.4%	No
RASAL1		3	2	0.4%	No
SMARCA5		2	2	0.4%	No
IRS4		4	2	0.4%	Yes
HIRIP3		2	2	0.4%	No
CILP		2	2	0.4%	No
MAP4K3		2	2	0.4%	No
PPFIBP2		3	2	0.4%	No
PPFIA1		2	2	0.4%	No
SLC43A1		4	2	0.4%	No
PKP4		2	2	0.4%	No
PEX3		2	2	0.4%	No
NDST2		2	2	0.4%	No
AGPS		2	2	0.4%	No
PPFIA3		2	2	0.4%	No
MAPKAPK5		2	2	0.4%	No
BHLHE40		2	2	0.4%	No
THOC5		2	2	0.4%	No
KMO		3	2	0.4%	No
MKNK1		2	2	0.4%	Yes
KHSRP		2	2	0.4%	No
TMEFF1		2	2	0.4%	No
FAM193A		2	2	0.4%	No
CDK13		2	2	0.4%	No
ASMTL		2	2	0.4%	Yes
UNC5C		2	2	0.4%	No
ALDH4A1		2	2	0.4%	No
EIF3A		6	2	0.4%	No
EIF3I		2	2	0.4%	No
STX11		2	2	0.4%	No
KRT37		2	2	0.4%	No
S1PR4		2	2	0.4%	No
B3GALT1		2	2	0.4%	No
PAGE1		2	2	0.4%	No
ABCC3		6	2	0.4%	No
NOL4		2	2	0.4%	No
TNFRSF25		2	2	0.4%	No
EDF1		2	2	0.4%	No
CTSF		2	2	0.4%	No
GBF1		2	2	0.4%	No
RIPK1		2	2	0.4%	No
ADAM23		2	2	0.4%	No
ADAM20		2	2	0.4%	No
ADAM15		2	2	0.4%	No
SIGLEC5		2	2	0.4%	No
MATN4		4	2	0.4%	No
DLK1		2	2	0.4%	No
TNFRSF10C		2	2	0.4%	No
IL18RAP		2	2	0.4%	No
FGF16		2	2	0.4%	No
CES2		2	2	0.4%	No
NRP2		2	2	0.4%	No
NRP1		4	2	0.4%	No
SYNGAP1		2	2	0.4%	No
CCN5		2	2	0.4%	No
PROM1		2	2	0.4%	No
ALKBH1		2	2	0.4%	No
PROZ		2	2	0.4%	No
STK19		3	2	0.4%	Yes
LDB1		2	2	0.4%	No
CDC123		2	2	0.4%	No
VNN1		2	2	0.4%	No
SQSTM1		2	2	0.4%	No
CDC16		2	2	0.4%	No
TAX1BP1		3	2	0.4%	No
CPNE3		2	2	0.4%	No
PRPF4B		3	2	0.4%	No
CCNA1		2	2	0.4%	No
AP1G2		3	2	0.4%	No
HERC3		2	2	0.4%	No
SNURF		2	2	0.4%	No
MBD4		2	2	0.4%	No
TOP3B		2	2	0.4%	No
AP3D1		2	2	0.4%	No
CHRNA6		2	2	0.4%	No
